seed_index,task_id,worker_id,initial_primary_loss,best_primary_loss,final_primary_loss,delta_loss,delta_best_loss,loss_components__weighted_normalized_softmin_loss,loss_components__coverage_loss,loss_components__repulsion_loss,physical_metrics__min_rss_dbm,physical_metrics__p5_rss_dbm,physical_metrics__mean_rss_dbm,physical_metrics__coverage_pct,physical_metrics__valid_cell_count,physical_metrics__total_cell_count,physical_metrics__region_min_rss_dbm,physical_metrics__region_p5_rss_dbm,physical_metrics__region_mean_rss_dbm,physical_metrics__region_coverage_pct,physical_metrics__region_valid_cell_count,physical_metrics__region_total_cell_count,status
0,0,1,0.025604067370295525,0.02445363625884056,0.02482798509299755,0.0007760822772979736,0.0011504311114549637,0.024700641632080078,-0.0,0.0,-73.2017593383789,-66.19888305664062,-53.13646697998047,100.0,961.0,961.0,-71.53946685791016,-66.23213195800781,-54.35422897338867,100.0,315.0,315.0,ok
1,1,0,0.025699425488710403,0.02448314055800438,0.02498282492160797,0.0007166005671024323,0.0012162849307060242,0.024730443954467773,-0.0,0.0,-73.67234802246094,-66.63014221191406,-53.1629638671875,100.0,961.0,961.0,-71.86389923095703,-66.50588989257812,-54.24641036987305,100.0,315.0,315.0,ok
